order_item_id,order_id,product_id,quantity,unit_price
1151,391,10,4,139.81
1152,392,17,5,418.12
1153,392,24,4,137.07
1154,392,1,5,200.91
1155,393,47,2,126.2
1156,393,2,5,464.86
1157,393,24,5,137.07
1158,393,16,3,60.38
1159,394,43,5,397.9
1160,395,13,5,415.53
1161,395,44,4,260.15
1162,395,50,5,446.87
1163,395,10,5,139.81
1164,396,21,4,487.05
1165,396,42,3,235.17
1166,396,8,1,466.22
1167,397,43,1,397.9
1168,397,3,2,312.47
1169,397,12,1,129.31
1170,397,13,1,415.53
1171,397,32,2,365.63
1172,398,3,5,312.47
1173,399,43,4,397.9
1174,399,34,5,26.97
1175,399,45,5,410.12
1176,399,17,1,418.12
1177,400,15,5,278.08
1178,400,46,1,404.25
1179,400,1,2,200.91
1180,401,6,4,146.07
1181,401,41,1,109.04
1182,401,24,5,137.07
1183,401,48,4,230.43
1184,402,46,1,404.25
1185,402,40,3,206.01
1186,402,34,1,26.97
1187,403,20,1,342.62
1188,404,34,1,26.97
1189,404,7,2,307.78
1190,405,25,2,430.0
1191,405,13,5,415.53
1192,405,43,2,397.9
1193,405,37,2,335.11
1194,405,36,5,333.38
1195,406,48,1,230.43
1196,406,50,5,446.87
1197,406,23,4,93.78
1198,406,45,4,410.12
1199,407,11,2,105.78
1200,408,26,5,178.08
1201,408,22,2,488.22
1202,408,35,5,185.29
1203,408,29,3,341.36
1204,408,21,5,487.05
1205,409,24,4,137.07
1206,409,49,4,249.72
1207,409,47,3,126.2
1208,410,16,5,60.38
1209,410,35,2,185.29
1210,410,25,5,430.0
1211,410,48,3,230.43
1212,410,24,4,137.07
1213,411,26,1,178.08
1214,411,47,1,126.2
1215,411,19,5,450.0
1216,411,2,5,464.86
1217,412,20,1,342.62
1218,412,20,2,342.62
1219,413,21,1,487.05
1220,413,50,3,446.87
1221,414,33,5,195.67
1222,414,37,5,335.11
1223,414,10,1,139.81
1224,414,3,4,312.47
1225,414,23,2,93.78
1226,415,17,3,418.12
1227,415,38,2,279.43
1228,416,17,3,418.12
1229,416,6,5,146.07
1230,417,37,2,335.11
1231,417,47,1,126.2
1232,417,47,3,126.2
1233,417,31,2,23.94
1234,418,45,5,410.12
1235,418,7,5,307.78
1236,418,42,3,235.17
1237,418,3,5,312.47
1238,419,6,1,146.07
1239,419,50,3,446.87
1240,419,23,4,93.78
1241,419,27,1,331.72
1242,420,48,5,230.43
1243,420,1,4,200.91
1244,421,20,5,342.62
1245,422,21,5,487.05
1246,423,10,3,139.81
1247,423,33,2,195.67
1248,423,10,1,139.81
1249,423,44,4,260.15
1250,423,29,5,341.36
1251,424,33,1,195.67
1252,424,15,4,278.08
1253,424,19,4,450.0
1254,424,10,2,139.81
1255,424,22,1,488.22
1256,425,37,1,335.11
1257,425,36,4,333.38
1258,425,17,1,418.12
1259,425,26,5,178.08
1260,426,50,2,446.87
1261,426,49,2,249.72
1262,426,31,5,23.94
1263,426,13,4,415.53
1264,427,42,5,235.17
1265,427,13,5,415.53
1266,427,40,5,206.01
1267,427,16,2,60.38
1268,428,18,4,217.74
1269,429,44,5,260.15
1270,429,6,1,146.07
1271,429,43,4,397.9
1272,430,24,3,137.07
1273,430,13,3,415.53
1274,430,23,5,93.78
1275,430,42,1,235.17
1276,431,11,3,105.78
1277,431,40,4,206.01
1278,431,40,2,206.01
1279,432,3,2,312.47
1280,432,13,3,415.53
1281,432,10,1,139.81
1282,432,8,1,466.22
1283,433,40,2,206.01
1284,433,19,1,450.0
1285,434,45,1,410.12
1286,434,20,4,342.62
1287,434,31,1,23.94
1288,435,14,5,386.7
1289,435,14,2,386.7
1290,435,35,5,185.29
1291,436,36,4,333.38
1292,436,40,2,206.01
1293,436,45,1,410.12
1294,437,38,5,279.43
1295,437,3,3,312.47
1296,437,11,1,105.78
1297,437,19,2,450.0
1298,438,18,1,217.74
1299,438,30,1,62.09
1300,438,5,4,466.96
1301,438,43,3,397.9
1302,438,43,3,397.9
1303,439,2,3,464.86
1304,440,15,4,278.08
1305,440,33,1,195.67
1306,440,21,4,487.05
1307,440,39,5,340.27
1308,441,12,2,129.31
1309,442,30,5,62.09
1310,442,46,1,404.25
1311,442,3,2,312.47
1312,442,34,3,26.97
1313,442,22,4,488.22
1314,443,48,2,230.43
1315,443,2,3,464.86
1316,443,44,3,260.15
1317,443,23,3,93.78
1318,444,33,3,195.67
1319,444,4,3,271.13
1320,445,2,5,464.86
1321,445,18,2,217.74
1322,445,10,3,139.81
1323,445,26,2,178.08
1324,446,47,4,126.2
1325,447,44,5,260.15
1326,447,41,2,109.04
1327,447,27,2,331.72
1328,447,37,2,335.11
1329,447,28,3,432.85
1330,448,22,4,488.22
1331,448,35,2,185.29
1332,448,14,2,386.7
1333,448,38,5,279.43
1334,448,44,2,260.15
1335,449,20,5,342.62
1336,449,9,4,62.14
1337,450,42,5,235.17
1338,450,11,3,105.78
1339,451,36,5,333.38
1340,452,12,3,129.31
1341,453,47,1,126.2
1342,453,49,3,249.72
1343,454,27,3,331.72
1344,454,29,3,341.36
1345,454,10,2,139.81
1346,454,7,2,307.78
1347,455,2,5,464.86
1348,455,40,3,206.01
1349,456,37,5,335.11
1350,456,15,5,278.08
1351,456,15,2,278.08
1352,456,44,1,260.15
1353,456,23,1,93.78
1354,457,9,5,62.14
1355,457,39,4,340.27
1356,457,46,3,404.25
1357,457,12,4,129.31
1358,458,31,2,23.94
1359,458,11,2,105.78
1360,458,15,1,278.08
1361,458,27,1,331.72
1362,459,27,2,331.72
1363,459,48,2,230.43
1364,459,49,2,249.72
1365,460,12,4,129.31
1366,461,32,3,365.63
1367,461,30,2,62.09
1368,461,28,4,432.85
1369,461,50,1,446.87
1370,461,39,4,340.27
1371,462,26,5,178.08
1372,462,48,5,230.43
1373,462,39,5,340.27
1374,463,42,1,235.17
1375,463,34,1,26.97
1376,463,29,4,341.36
1377,463,3,2,312.47
1378,463,34,5,26.97
1379,464,48,1,230.43
1380,464,36,4,333.38
1381,464,34,1,26.97
1382,464,13,3,415.53
1383,465,26,3,178.08
1384,465,50,3,446.87
1385,465,30,2,62.09
1386,465,28,3,432.85
1387,466,4,5,271.13
1388,466,10,4,139.81
1389,466,42,4,235.17
1390,466,6,5,146.07
1391,466,8,2,466.22
1392,467,45,5,410.12
1393,467,9,4,62.14
1394,467,27,3,331.72
1395,467,29,1,341.36
1396,467,12,4,129.31
1397,468,46,2,404.25
1398,468,30,1,62.09
1399,468,17,3,418.12
1400,468,45,2,410.12
1401,468,46,1,404.25
1402,469,8,4,466.22
1403,470,6,5,146.07
1404,470,46,4,404.25
1405,470,47,5,126.2
1406,471,11,4,105.78
1407,471,36,4,333.38
1408,471,3,2,312.47
1409,471,22,5,488.22
1410,471,43,2,397.9
1411,472,10,2,139.81
1412,472,50,1,446.87
1413,473,20,3,342.62
1414,473,47,4,126.2
1415,473,19,2,450.0
1416,473,8,2,466.22
1417,474,1,5,200.91
1418,474,49,3,249.72
1419,475,30,4,62.09
1420,476,35,1,185.29
1421,476,39,4,340.27
1422,476,16,2,60.38
1423,476,38,4,279.43
1424,477,27,4,331.72
1425,477,6,5,146.07
1426,477,39,1,340.27
1427,477,16,5,60.38
1428,478,40,5,206.01
1429,478,14,1,386.7
1430,478,12,2,129.31
1431,479,42,3,235.17
1432,480,10,1,139.81
1433,481,39,3,340.27
1434,481,22,1,488.22
1435,481,4,1,271.13
1436,481,27,2,331.72
1437,481,11,3,105.78
1438,482,43,5,397.9
1439,482,37,5,335.11
1440,482,12,4,129.31
1441,482,48,5,230.43
1442,482,24,1,137.07
1443,483,50,3,446.87
1444,484,24,4,137.07
1445,484,5,4,466.96
1446,484,36,1,333.38
1447,485,31,2,23.94
1448,485,8,3,466.22
1449,485,22,5,488.22
1450,486,34,2,26.97
1451,486,45,2,410.12
1452,486,40,1,206.01
1453,486,7,5,307.78
1454,487,6,4,146.07
1455,487,47,5,126.2
1456,487,46,3,404.25
1457,487,28,5,432.85
1458,487,21,3,487.05
1459,488,37,5,335.11
1460,488,23,2,93.78
1461,488,40,5,206.01
1462,488,32,5,365.63
1463,488,47,4,126.2
1464,489,12,5,129.31
1465,489,15,3,278.08
1466,489,13,1,415.53
1467,489,8,1,466.22
1468,490,41,1,109.04
1469,490,48,2,230.43
1470,490,40,4,206.01
1471,490,27,1,331.72
1472,491,23,5,93.78
1473,491,41,2,109.04
1474,491,1,2,200.91
1475,492,17,1,418.12
1476,492,20,3,342.62
1477,492,33,5,195.67
1478,493,50,1,446.87
1479,493,8,3,466.22
1480,493,22,4,488.22
1481,494,40,1,206.01
1482,494,12,2,129.31
1483,494,22,3,488.22
1484,494,44,4,260.15
1485,494,31,1,23.94
1486,495,31,2,23.94
1487,495,41,4,109.04
1488,496,22,4,488.22
1489,496,27,1,331.72
1490,496,34,3,26.97
1491,496,37,3,335.11
1492,496,36,5,333.38
1493,497,14,5,386.7
1494,498,23,1,93.78
1495,498,10,3,139.81
1496,498,2,3,464.86
1497,499,41,5,109.04
1498,499,11,5,105.78
1499,499,39,4,340.27
1500,499,12,5,129.31
1501,500,49,3,249.72
