event_id,session_id,event_timestamp,event_type,page_url,product_id
1327,154,2023-05-05T00:02:30,page_view,/page/19,7.0
1328,154,2023-05-05T00:03:00,page_view,/page/8,24.0
1329,154,2023-05-05T00:03:30,purchase,/page/20,27.0
1330,155,2023-06-28T00:00:00,checkout,/page/2,23.0
1331,155,2023-06-28T00:00:30,checkout,/page/15,37.0
1332,155,2023-06-28T00:01:00,purchase,/page/2,26.0
1333,155,2023-06-28T00:01:30,checkout,/page/1,14.0
1334,155,2023-06-28T00:02:00,purchase,/page/6,2.0
1335,155,2023-06-28T00:02:30,remove_from_cart,/page/4,19.0
1336,155,2023-06-28T00:03:00,checkout,/page/1,47.0
1337,155,2023-06-28T00:03:30,checkout,/page/9,23.0
1338,155,2023-06-28T00:04:00,remove_from_cart,/page/12,16.0
1339,155,2023-06-28T00:04:30,remove_from_cart,/page/15,
1340,155,2023-06-28T00:05:00,page_view,/page/11,30.0
1341,155,2023-06-28T00:05:30,remove_from_cart,/page/6,14.0
1342,155,2023-06-28T00:06:00,purchase,/page/18,42.0
1343,155,2023-06-28T00:06:30,remove_from_cart,/page/13,49.0
1344,155,2023-06-28T00:07:00,remove_from_cart,/page/6,32.0
1345,156,2024-05-20T00:00:00,page_view,/page/11,23.0
1346,156,2024-05-20T00:00:30,purchase,/page/18,48.0
1347,156,2024-05-20T00:01:00,add_to_cart,/page/11,20.0
1348,156,2024-05-20T00:01:30,page_view,/page/3,41.0
1349,156,2024-05-20T00:02:00,checkout,/page/11,40.0
1350,156,2024-05-20T00:02:30,checkout,/page/6,49.0
1351,156,2024-05-20T00:03:00,checkout,/page/7,17.0
1352,156,2024-05-20T00:03:30,checkout,/page/12,22.0
1353,156,2024-05-20T00:04:00,checkout,/page/12,49.0
1354,156,2024-05-20T00:04:30,add_to_cart,/page/6,21.0
1355,156,2024-05-20T00:05:00,page_view,/page/4,13.0
1356,156,2024-05-20T00:05:30,purchase,/page/10,33.0
1357,156,2024-05-20T00:06:00,purchase,/page/10,49.0
1358,156,2024-05-20T00:06:30,purchase,/page/18,12.0
1359,156,2024-05-20T00:07:00,checkout,/page/20,45.0
1360,157,2023-09-13T00:00:00,add_to_cart,/page/3,6.0
1361,157,2023-09-13T00:00:30,purchase,/page/13,17.0
1362,157,2023-09-13T00:01:00,add_to_cart,/page/11,35.0
1363,158,2024-08-01T00:00:00,checkout,/page/5,25.0
1364,158,2024-08-01T00:00:30,page_view,/page/10,40.0
1365,158,2024-08-01T00:01:00,purchase,/page/3,21.0
1366,158,2024-08-01T00:01:30,add_to_cart,/page/15,3.0
1367,158,2024-08-01T00:02:00,add_to_cart,/page/18,10.0
1368,158,2024-08-01T00:02:30,remove_from_cart,/page/1,32.0
1369,158,2024-08-01T00:03:00,add_to_cart,/page/8,16.0
1370,159,2024-06-22T00:00:00,checkout,/page/7,10.0
1371,159,2024-06-22T00:00:30,page_view,/page/10,16.0
1372,159,2024-06-22T00:01:00,page_view,/page/20,31.0
1373,159,2024-06-22T00:01:30,checkout,/page/14,36.0
1374,159,2024-06-22T00:02:00,purchase,/page/19,13.0
1375,160,2024-12-28T00:00:00,add_to_cart,/page/17,38.0
1376,160,2024-12-28T00:00:30,checkout,/page/19,25.0
1377,160,2024-12-28T00:01:00,remove_from_cart,/page/12,
1378,160,2024-12-28T00:01:30,remove_from_cart,/page/14,24.0
1379,160,2024-12-28T00:02:00,remove_from_cart,/page/8,21.0
1380,160,2024-12-28T00:02:30,purchase,/page/12,5.0
1381,160,2024-12-28T00:03:00,add_to_cart,/page/11,45.0
1382,160,2024-12-28T00:03:30,add_to_cart,/page/18,38.0
1383,161,2023-08-13T00:00:00,page_view,/page/17,46.0
1384,161,2023-08-13T00:00:30,checkout,/page/18,21.0
1385,161,2023-08-13T00:01:00,page_view,/page/20,15.0
1386,161,2023-08-13T00:01:30,remove_from_cart,/page/18,15.0
1387,162,2023-05-28T00:00:00,remove_from_cart,/page/19,4.0
1388,162,2023-05-28T00:00:30,checkout,/page/20,29.0
1389,162,2023-05-28T00:01:00,checkout,/page/19,28.0
1390,162,2023-05-28T00:01:30,page_view,/page/6,2.0
1391,162,2023-05-28T00:02:00,purchase,/page/15,36.0
1392,162,2023-05-28T00:02:30,page_view,/page/12,31.0
1393,162,2023-05-28T00:03:00,add_to_cart,/page/3,44.0
1394,162,2023-05-28T00:03:30,remove_from_cart,/page/3,47.0
1395,162,2023-05-28T00:04:00,remove_from_cart,/page/19,17.0
1396,163,2023-09-21T00:00:00,page_view,/page/20,32.0
1397,163,2023-09-21T00:00:30,checkout,/page/5,26.0
1398,163,2023-09-21T00:01:00,add_to_cart,/page/15,20.0
1399,163,2023-09-21T00:01:30,purchase,/page/10,22.0
1400,163,2023-09-21T00:02:00,add_to_cart,/page/19,
1401,163,2023-09-21T00:02:30,purchase,/page/14,10.0
1402,163,2023-09-21T00:03:00,purchase,/page/19,21.0
1403,163,2023-09-21T00:03:30,page_view,/page/20,4.0
1404,163,2023-09-21T00:04:00,remove_from_cart,/page/19,8.0
1405,163,2023-09-21T00:04:30,page_view,/page/20,5.0
1406,163,2023-09-21T00:05:00,purchase,/page/14,47.0
1407,163,2023-09-21T00:05:30,add_to_cart,/page/7,16.0
1408,163,2023-09-21T00:06:00,purchase,/page/6,12.0
1409,164,2024-04-29T00:00:00,checkout,/page/4,22.0
1410,164,2024-04-29T00:00:30,page_view,/page/4,26.0
1411,165,2024-09-21T00:00:00,checkout,/page/14,25.0
1412,165,2024-09-21T00:00:30,checkout,/page/5,22.0
1413,165,2024-09-21T00:01:00,add_to_cart,/page/4,20.0
1414,165,2024-09-21T00:01:30,remove_from_cart,/page/6,46.0
1415,165,2024-09-21T00:02:00,checkout,/page/9,32.0
1416,165,2024-09-21T00:02:30,page_view,/page/6,17.0
1417,165,2024-09-21T00:03:00,checkout,/page/7,15.0
1418,165,2024-09-21T00:03:30,remove_from_cart,/page/3,22.0
1419,165,2024-09-21T00:04:00,checkout,/page/4,34.0
1420,165,2024-09-21T00:04:30,remove_from_cart,/page/1,39.0
1421,165,2024-09-21T00:05:00,page_view,/page/18,4.0
1422,166,2024-02-29T00:00:00,remove_from_cart,/page/4,11.0
1423,166,2024-02-29T00:00:30,page_view,/page/17,1.0
1424,166,2024-02-29T00:01:00,page_view,/page/11,25.0
1425,166,2024-02-29T00:01:30,remove_from_cart,/page/1,
1426,166,2024-02-29T00:02:00,purchase,/page/19,24.0
1427,166,2024-02-29T00:02:30,page_view,/page/6,13.0
1428,166,2024-02-29T00:03:00,purchase,/page/16,12.0
1429,166,2024-02-29T00:03:30,purchase,/page/7,23.0
1430,166,2024-02-29T00:04:00,page_view,/page/5,39.0
1431,166,2024-02-29T00:04:30,remove_from_cart,/page/19,12.0
1432,166,2024-02-29T00:05:00,checkout,/page/6,33.0
1433,166,2024-02-29T00:05:30,add_to_cart,/page/15,2.0
1434,167,2023-04-02T00:00:00,page_view,/page/18,
1435,167,2023-04-02T00:00:30,page_view,/page/10,19.0
1436,167,2023-04-02T00:01:00,page_view,/page/12,44.0
1437,167,2023-04-02T00:01:30,add_to_cart,/page/19,34.0
1438,167,2023-04-02T00:02:00,add_to_cart,/page/4,32.0
1439,167,2023-04-02T00:02:30,add_to_cart,/page/20,10.0
1440,167,2023-04-02T00:03:00,purchase,/page/11,30.0
1441,167,2023-04-02T00:03:30,purchase,/page/13,
1442,167,2023-04-02T00:04:00,checkout,/page/4,43.0
1443,167,2023-04-02T00:04:30,purchase,/page/3,22.0
1444,167,2023-04-02T00:05:00,add_to_cart,/page/12,10.0
1445,168,2023-06-25T00:00:00,checkout,/page/7,
1446,168,2023-06-25T00:00:30,checkout,/page/2,23.0
1447,168,2023-06-25T00:01:00,page_view,/page/16,
1448,168,2023-06-25T00:01:30,purchase,/page/4,34.0
1449,168,2023-06-25T00:02:00,page_view,/page/11,34.0
1450,169,2023-10-16T00:00:00,purchase,/page/18,34.0
1451,169,2023-10-16T00:00:30,checkout,/page/18,42.0
1452,169,2023-10-16T00:01:00,add_to_cart,/page/10,21.0
1453,169,2023-10-16T00:01:30,add_to_cart,/page/15,49.0
1454,169,2023-10-16T00:02:00,add_to_cart,/page/10,41.0
1455,169,2023-10-16T00:02:30,checkout,/page/13,28.0
1456,169,2023-10-16T00:03:00,checkout,/page/3,32.0
1457,169,2023-10-16T00:03:30,page_view,/page/16,7.0
1458,169,2023-10-16T00:04:00,remove_from_cart,/page/18,31.0
1459,169,2023-10-16T00:04:30,purchase,/page/13,20.0
1460,169,2023-10-16T00:05:00,checkout,/page/10,50.0
1461,170,2024-02-27T00:00:00,page_view,/page/17,3.0
1462,170,2024-02-27T00:00:30,add_to_cart,/page/3,20.0
1463,170,2024-02-27T00:01:00,purchase,/page/19,35.0
1464,170,2024-02-27T00:01:30,add_to_cart,/page/11,48.0
1465,170,2024-02-27T00:02:00,page_view,/page/18,2.0
1466,170,2024-02-27T00:02:30,page_view,/page/10,25.0
1467,170,2024-02-27T00:03:00,add_to_cart,/page/12,35.0
1468,170,2024-02-27T00:03:30,page_view,/page/14,48.0
1469,170,2024-02-27T00:04:00,purchase,/page/17,12.0
1470,170,2024-02-27T00:04:30,purchase,/page/12,44.0
1471,170,2024-02-27T00:05:00,page_view,/page/7,7.0
1472,170,2024-02-27T00:05:30,checkout,/page/6,15.0
1473,171,2023-08-02T00:00:00,remove_from_cart,/page/3,46.0
1474,171,2023-08-02T00:00:30,add_to_cart,/page/16,14.0
1475,171,2023-08-02T00:01:00,purchase,/page/20,1.0
1476,171,2023-08-02T00:01:30,page_view,/page/13,14.0
1477,171,2023-08-02T00:02:00,page_view,/page/10,1.0
1478,171,2023-08-02T00:02:30,add_to_cart,/page/11,12.0
1479,171,2023-08-02T00:03:00,checkout,/page/8,24.0
1480,171,2023-08-02T00:03:30,checkout,/page/2,10.0
1481,171,2023-08-02T00:04:00,add_to_cart,/page/20,16.0
1482,171,2023-08-02T00:04:30,purchase,/page/9,28.0
1483,171,2023-08-02T00:05:00,purchase,/page/10,14.0
1484,171,2023-08-02T00:05:30,remove_from_cart,/page/14,45.0
1485,171,2023-08-02T00:06:00,page_view,/page/14,27.0
1486,172,2023-06-15T00:00:00,remove_from_cart,/page/7,50.0
1487,172,2023-06-15T00:00:30,checkout,/page/9,39.0
1488,172,2023-06-15T00:01:00,page_view,/page/13,3.0
1489,172,2023-06-15T00:01:30,checkout,/page/5,43.0
1490,172,2023-06-15T00:02:00,add_to_cart,/page/3,41.0
1491,172,2023-06-15T00:02:30,page_view,/page/4,11.0
1492,172,2023-06-15T00:03:00,checkout,/page/3,12.0
1493,172,2023-06-15T00:03:30,purchase,/page/11,11.0
1494,173,2024-06-11T00:00:00,remove_from_cart,/page/13,19.0
1495,173,2024-06-11T00:00:30,purchase,/page/10,19.0
1496,173,2024-06-11T00:01:00,purchase,/page/9,7.0
1497,173,2024-06-11T00:01:30,page_view,/page/13,13.0
1498,173,2024-06-11T00:02:00,page_view,/page/18,32.0
1499,173,2024-06-11T00:02:30,add_to_cart,/page/5,34.0
1500,173,2024-06-11T00:03:00,page_view,/page/16,31.0
1501,173,2024-06-11T00:03:30,page_view,/page/4,15.0
1502,173,2024-06-11T00:04:00,page_view,/page/13,12.0
1503,173,2024-06-11T00:04:30,page_view,/page/3,16.0
1504,173,2024-06-11T00:05:00,checkout,/page/20,24.0
1505,173,2024-06-11T00:05:30,checkout,/page/5,29.0
1506,173,2024-06-11T00:06:00,purchase,/page/2,43.0
1507,174,2024-11-15T00:00:00,add_to_cart,/page/7,47.0
1508,174,2024-11-15T00:00:30,remove_from_cart,/page/2,37.0
1509,174,2024-11-15T00:01:00,page_view,/page/5,22.0
1510,174,2024-11-15T00:01:30,remove_from_cart,/page/6,23.0
1511,174,2024-11-15T00:02:00,checkout,/page/7,42.0
1512,174,2024-11-15T00:02:30,page_view,/page/13,25.0
1513,174,2024-11-15T00:03:00,add_to_cart,/page/10,33.0
1514,174,2024-11-15T00:03:30,page_view,/page/8,12.0
1515,174,2024-11-15T00:04:00,add_to_cart,/page/11,43.0
1516,174,2024-11-15T00:04:30,checkout,/page/1,29.0
1517,175,2024-08-01T00:00:00,add_to_cart,/page/20,34.0
1518,175,2024-08-01T00:00:30,remove_from_cart,/page/18,11.0
1519,175,2024-08-01T00:01:00,add_to_cart,/page/18,21.0
1520,176,2024-03-05T00:00:00,page_view,/page/3,27.0
1521,176,2024-03-05T00:00:30,purchase,/page/18,2.0
1522,177,2024-05-26T00:00:00,add_to_cart,/page/11,24.0
1523,177,2024-05-26T00:00:30,page_view,/page/5,7.0
1524,177,2024-05-26T00:01:00,add_to_cart,/page/1,25.0
1525,177,2024-05-26T00:01:30,page_view,/page/19,4.0
1526,177,2024-05-26T00:02:00,checkout,/page/19,8.0
1527,177,2024-05-26T00:02:30,add_to_cart,/page/2,37.0
1528,177,2024-05-26T00:03:00,purchase,/page/3,2.0
1529,177,2024-05-26T00:03:30,checkout,/page/19,42.0
1530,177,2024-05-26T00:04:00,checkout,/page/10,44.0
1531,177,2024-05-26T00:04:30,purchase,/page/13,29.0
1532,177,2024-05-26T00:05:00,add_to_cart,/page/16,40.0
1533,178,2023-06-10T00:00:00,remove_from_cart,/page/15,31.0
1534,178,2023-06-10T00:00:30,add_to_cart,/page/15,35.0
1535,178,2023-06-10T00:01:00,remove_from_cart,/page/8,10.0
1536,178,2023-06-10T00:01:30,remove_from_cart,/page/6,25.0
1537,178,2023-06-10T00:02:00,remove_from_cart,/page/6,24.0
1538,178,2023-06-10T00:02:30,page_view,/page/14,
1539,179,2023-07-20T00:00:00,add_to_cart,/page/2,30.0
1540,179,2023-07-20T00:00:30,checkout,/page/18,15.0
1541,179,2023-07-20T00:01:00,checkout,/page/5,41.0
1542,179,2023-07-20T00:01:30,remove_from_cart,/page/7,26.0
1543,179,2023-07-20T00:02:00,checkout,/page/14,30.0
1544,179,2023-07-20T00:02:30,checkout,/page/15,25.0
1545,180,2023-03-07T00:00:00,remove_from_cart,/page/11,21.0
1546,180,2023-03-07T00:00:30,checkout,/page/5,47.0
1547,180,2023-03-07T00:01:00,purchase,/page/7,16.0
1548,180,2023-03-07T00:01:30,add_to_cart,/page/7,37.0
1549,180,2023-03-07T00:02:00,add_to_cart,/page/20,24.0
1550,180,2023-03-07T00:02:30,checkout,/page/18,49.0
1551,180,2023-03-07T00:03:00,checkout,/page/12,42.0
1552,180,2023-03-07T00:03:30,remove_from_cart,/page/7,26.0
1553,180,2023-03-07T00:04:00,add_to_cart,/page/16,7.0
1554,181,2024-07-30T00:00:00,checkout,/page/10,50.0
1555,181,2024-07-30T00:00:30,purchase,/page/14,4.0
1556,181,2024-07-30T00:01:00,add_to_cart,/page/7,22.0
1557,181,2024-07-30T00:01:30,purchase,/page/6,43.0
1558,181,2024-07-30T00:02:00,checkout,/page/17,28.0
1559,181,2024-07-30T00:02:30,add_to_cart,/page/15,2.0
1560,181,2024-07-30T00:03:00,add_to_cart,/page/13,37.0
1561,181,2024-07-30T00:03:30,add_to_cart,/page/9,48.0
1562,181,2024-07-30T00:04:00,purchase,/page/5,42.0
1563,181,2024-07-30T00:04:30,checkout,/page/19,
1564,182,2024-04-28T00:00:00,add_to_cart,/page/5,27.0
1565,182,2024-04-28T00:00:30,remove_from_cart,/page/15,16.0
1566,182,2024-04-28T00:01:00,add_to_cart,/page/16,21.0
1567,182,2024-04-28T00:01:30,purchase,/page/20,34.0
1568,182,2024-04-28T00:02:00,page_view,/page/4,
1569,182,2024-04-28T00:02:30,page_view,/page/3,2.0
1570,182,2024-04-28T00:03:00,page_view,/page/2,22.0
1571,182,2024-04-28T00:03:30,page_view,/page/11,23.0
1572,182,2024-04-28T00:04:00,add_to_cart,/page/5,14.0
1573,182,2024-04-28T00:04:30,remove_from_cart,/page/3,24.0
1574,182,2024-04-28T00:05:00,purchase,/page/11,38.0
1575,182,2024-04-28T00:05:30,checkout,/page/16,22.0
1576,182,2024-04-28T00:06:00,add_to_cart,/page/10,20.0
1577,182,2024-04-28T00:06:30,page_view,/page/18,11.0
1578,183,2024-08-24T00:00:00,add_to_cart,/page/14,8.0
1579,183,2024-08-24T00:00:30,purchase,/page/20,27.0
1580,183,2024-08-24T00:01:00,add_to_cart,/page/18,36.0
1581,183,2024-08-24T00:01:30,checkout,/page/9,45.0
1582,184,2024-05-13T00:00:00,add_to_cart,/page/4,43.0
1583,184,2024-05-13T00:00:30,add_to_cart,/page/15,7.0
1584,184,2024-05-13T00:01:00,page_view,/page/5,25.0
1585,184,2024-05-13T00:01:30,checkout,/page/13,31.0
1586,184,2024-05-13T00:02:00,add_to_cart,/page/1,38.0
1587,184,2024-05-13T00:02:30,remove_from_cart,/page/15,38.0
1588,184,2024-05-13T00:03:00,purchase,/page/6,29.0
1589,184,2024-05-13T00:03:30,page_view,/page/16,43.0
1590,184,2024-05-13T00:04:00,purchase,/page/12,22.0
1591,184,2024-05-13T00:04:30,page_view,/page/12,5.0
1592,184,2024-05-13T00:05:00,add_to_cart,/page/5,40.0
1593,184,2024-05-13T00:05:30,remove_from_cart,/page/13,10.0
1594,184,2024-05-13T00:06:00,page_view,/page/7,41.0
1595,184,2024-05-13T00:06:30,remove_from_cart,/page/10,46.0
1596,184,2024-05-13T00:07:00,page_view,/page/12,39.0
1597,185,2024-03-05T00:00:00,checkout,/page/1,40.0
1598,185,2024-03-05T00:00:30,purchase,/page/14,11.0
1599,185,2024-03-05T00:01:00,remove_from_cart,/page/9,13.0
1600,185,2024-03-05T00:01:30,purchase,/page/9,34.0
1601,185,2024-03-05T00:02:00,page_view,/page/16,21.0
1602,185,2024-03-05T00:02:30,add_to_cart,/page/2,42.0
1603,185,2024-03-05T00:03:00,add_to_cart,/page/10,17.0
1604,185,2024-03-05T00:03:30,checkout,/page/14,22.0
1605,185,2024-03-05T00:04:00,page_view,/page/9,48.0
1606,185,2024-03-05T00:04:30,checkout,/page/3,22.0
1607,185,2024-03-05T00:05:00,purchase,/page/2,9.0
1608,185,2024-03-05T00:05:30,purchase,/page/1,48.0
1609,185,2024-03-05T00:06:00,purchase,/page/1,20.0
1610,185,2024-03-05T00:06:30,checkout,/page/7,31.0
1611,186,2023-03-11T00:00:00,checkout,/page/2,45.0
1612,186,2023-03-11T00:00:30,remove_from_cart,/page/13,22.0
1613,186,2023-03-11T00:01:00,remove_from_cart,/page/17,
1614,186,2023-03-11T00:01:30,checkout,/page/14,46.0
1615,186,2023-03-11T00:02:00,remove_from_cart,/page/5,23.0
1616,186,2023-03-11T00:02:30,remove_from_cart,/page/18,13.0
1617,186,2023-03-11T00:03:00,checkout,/page/10,18.0
1618,186,2023-03-11T00:03:30,page_view,/page/15,43.0
1619,187,2024-02-10T00:00:00,remove_from_cart,/page/17,8.0
1620,187,2024-02-10T00:00:30,page_view,/page/5,
1621,187,2024-02-10T00:01:00,page_view,/page/8,5.0
1622,188,2023-05-02T00:00:00,remove_from_cart,/page/3,10.0
1623,188,2023-05-02T00:00:30,purchase,/page/8,50.0
1624,188,2023-05-02T00:01:00,page_view,/page/3,1.0
1625,188,2023-05-02T00:01:30,page_view,/page/11,40.0
1626,189,2023-04-29T00:00:00,add_to_cart,/page/19,41.0
1627,189,2023-04-29T00:00:30,checkout,/page/11,
1628,189,2023-04-29T00:01:00,page_view,/page/20,8.0
1629,190,2024-05-03T00:00:00,add_to_cart,/page/7,48.0
1630,190,2024-05-03T00:00:30,page_view,/page/6,6.0
1631,191,2024-01-16T00:00:00,page_view,/page/1,28.0
1632,191,2024-01-16T00:00:30,add_to_cart,/page/7,4.0
1633,191,2024-01-16T00:01:00,page_view,/page/13,21.0
1634,191,2024-01-16T00:01:30,purchase,/page/7,31.0
1635,191,2024-01-16T00:02:00,add_to_cart,/page/16,39.0
1636,191,2024-01-16T00:02:30,add_to_cart,/page/16,19.0
1637,191,2024-01-16T00:03:00,purchase,/page/2,29.0
1638,191,2024-01-16T00:03:30,add_to_cart,/page/17,1.0
1639,191,2024-01-16T00:04:00,page_view,/page/6,13.0
1640,191,2024-01-16T00:04:30,remove_from_cart,/page/5,35.0
1641,191,2024-01-16T00:05:00,purchase,/page/7,45.0
1642,191,2024-01-16T00:05:30,page_view,/page/3,13.0
1643,191,2024-01-16T00:06:00,add_to_cart,/page/11,49.0
1644,192,2024-08-22T00:00:00,add_to_cart,/page/13,41.0
1645,192,2024-08-22T00:00:30,purchase,/page/10,39.0
1646,192,2024-08-22T00:01:00,checkout,/page/17,41.0
1647,192,2024-08-22T00:01:30,remove_from_cart,/page/7,28.0
1648,192,2024-08-22T00:02:00,remove_from_cart,/page/12,48.0
1649,193,2024-12-19T00:00:00,purchase,/page/1,42.0
1650,193,2024-12-19T00:00:30,remove_from_cart,/page/10,49.0
1651,193,2024-12-19T00:01:00,add_to_cart,/page/3,4.0
1652,193,2024-12-19T00:01:30,page_view,/page/16,23.0
1653,193,2024-12-19T00:02:00,page_view,/page/20,49.0
1654,194,2024-11-23T00:00:00,checkout,/page/3,44.0
1655,194,2024-11-23T00:00:30,checkout,/page/1,48.0
1656,194,2024-11-23T00:01:00,page_view,/page/11,38.0
1657,194,2024-11-23T00:01:30,remove_from_cart,/page/20,44.0
1658,194,2024-11-23T00:02:00,page_view,/page/19,17.0
1659,194,2024-11-23T00:02:30,remove_from_cart,/page/15,23.0
1660,194,2024-11-23T00:03:00,checkout,/page/12,32.0
1661,194,2024-11-23T00:03:30,remove_from_cart,/page/16,21.0
1662,194,2024-11-23T00:04:00,purchase,/page/7,15.0
1663,194,2024-11-23T00:04:30,purchase,/page/6,3.0
1664,194,2024-11-23T00:05:00,remove_from_cart,/page/14,30.0
1665,194,2024-11-23T00:05:30,checkout,/page/11,
1666,194,2024-11-23T00:06:00,checkout,/page/15,30.0
1667,194,2024-11-23T00:06:30,checkout,/page/5,10.0
1668,194,2024-11-23T00:07:00,checkout,/page/14,2.0
1669,195,2024-12-24T00:00:00,add_to_cart,/page/11,25.0
1670,195,2024-12-24T00:00:30,add_to_cart,/page/13,24.0
1671,195,2024-12-24T00:01:00,page_view,/page/14,
1672,195,2024-12-24T00:01:30,add_to_cart,/page/5,38.0
1673,195,2024-12-24T00:02:00,add_to_cart,/page/7,7.0
1674,195,2024-12-24T00:02:30,page_view,/page/13,31.0
1675,195,2024-12-24T00:03:00,add_to_cart,/page/9,22.0
1676,195,2024-12-24T00:03:30,add_to_cart,/page/1,32.0
1677,195,2024-12-24T00:04:00,checkout,/page/6,20.0
1678,195,2024-12-24T00:04:30,purchase,/page/9,15.0
1679,195,2024-12-24T00:05:00,add_to_cart,/page/16,39.0
1680,195,2024-12-24T00:05:30,checkout,/page/14,28.0
1681,195,2024-12-24T00:06:00,add_to_cart,/page/16,43.0
1682,195,2024-12-24T00:06:30,page_view,/page/12,7.0
1683,195,2024-12-24T00:07:00,page_view,/page/11,46.0
1684,196,2023-04-07T00:00:00,purchase,/page/10,10.0
1685,196,2023-04-07T00:00:30,add_to_cart,/page/17,32.0
1686,196,2023-04-07T00:01:00,add_to_cart,/page/14,32.0
1687,196,2023-04-07T00:01:30,page_view,/page/10,41.0
1688,196,2023-04-07T00:02:00,add_to_cart,/page/11,41.0
1689,196,2023-04-07T00:02:30,remove_from_cart,/page/20,28.0
1690,196,2023-04-07T00:03:00,purchase,/page/4,39.0
1691,196,2023-04-07T00:03:30,add_to_cart,/page/17,19.0
1692,196,2023-04-07T00:04:00,remove_from_cart,/page/12,
1693,197,2023-07-08T00:00:00,add_to_cart,/page/12,37.0
1694,197,2023-07-08T00:00:30,checkout,/page/3,2.0
1695,197,2023-07-08T00:01:00,checkout,/page/12,27.0
1696,197,2023-07-08T00:01:30,add_to_cart,/page/7,21.0
1697,197,2023-07-08T00:02:00,add_to_cart,/page/11,41.0
1698,197,2023-07-08T00:02:30,checkout,/page/9,36.0
1699,197,2023-07-08T00:03:00,remove_from_cart,/page/19,
1700,197,2023-07-08T00:03:30,remove_from_cart,/page/7,9.0
1701,197,2023-07-08T00:04:00,remove_from_cart,/page/19,15.0
1702,197,2023-07-08T00:04:30,purchase,/page/20,16.0
1703,197,2023-07-08T00:05:00,add_to_cart,/page/16,37.0
1704,197,2023-07-08T00:05:30,checkout,/page/1,21.0
1705,197,2023-07-08T00:06:00,purchase,/page/4,25.0
1706,198,2023-06-04T00:00:00,add_to_cart,/page/20,21.0
1707,198,2023-06-04T00:00:30,page_view,/page/17,32.0
1708,198,2023-06-04T00:01:00,checkout,/page/20,47.0
1709,198,2023-06-04T00:01:30,remove_from_cart,/page/3,29.0
1710,198,2023-06-04T00:02:00,checkout,/page/7,
1711,198,2023-06-04T00:02:30,remove_from_cart,/page/5,24.0
1712,198,2023-06-04T00:03:00,page_view,/page/16,16.0
1713,198,2023-06-04T00:03:30,add_to_cart,/page/1,21.0
1714,198,2023-06-04T00:04:00,remove_from_cart,/page/20,31.0
1715,198,2023-06-04T00:04:30,purchase,/page/5,
1716,198,2023-06-04T00:05:00,remove_from_cart,/page/11,32.0
1717,198,2023-06-04T00:05:30,remove_from_cart,/page/20,35.0
1718,198,2023-06-04T00:06:00,add_to_cart,/page/7,39.0
1719,198,2023-06-04T00:06:30,purchase,/page/4,19.0
1720,199,2024-02-12T00:00:00,page_view,/page/7,34.0
1721,199,2024-02-12T00:00:30,purchase,/page/10,16.0
1722,199,2024-02-12T00:01:00,checkout,/page/14,45.0
1723,199,2024-02-12T00:01:30,page_view,/page/10,17.0
1724,199,2024-02-12T00:02:00,add_to_cart,/page/5,19.0
1725,199,2024-02-12T00:02:30,page_view,/page/1,42.0
1726,199,2024-02-12T00:03:00,checkout,/page/3,24.0
1727,199,2024-02-12T00:03:30,checkout,/page/5,29.0
1728,199,2024-02-12T00:04:00,checkout,/page/18,11.0
1729,199,2024-02-12T00:04:30,purchase,/page/15,49.0
1730,199,2024-02-12T00:05:00,remove_from_cart,/page/4,18.0
1731,199,2024-02-12T00:05:30,checkout,/page/9,13.0
1732,199,2024-02-12T00:06:00,purchase,/page/15,19.0
1733,200,2023-03-29T00:00:00,purchase,/page/5,21.0
1734,200,2023-03-29T00:00:30,page_view,/page/4,4.0
1735,200,2023-03-29T00:01:00,remove_from_cart,/page/18,31.0
1736,200,2023-03-29T00:01:30,remove_from_cart,/page/5,21.0
1737,201,2023-11-03T00:00:00,checkout,/page/18,2.0
1738,201,2023-11-03T00:00:30,checkout,/page/11,26.0
1739,201,2023-11-03T00:01:00,add_to_cart,/page/11,40.0
1740,201,2023-11-03T00:01:30,page_view,/page/10,21.0
1741,201,2023-11-03T00:02:00,purchase,/page/19,3.0
1742,201,2023-11-03T00:02:30,purchase,/page/2,47.0
1743,201,2023-11-03T00:03:00,add_to_cart,/page/16,5.0
1744,201,2023-11-03T00:03:30,page_view,/page/5,10.0
1745,201,2023-11-03T00:04:00,page_view,/page/17,11.0
1746,201,2023-11-03T00:04:30,add_to_cart,/page/3,49.0
1747,201,2023-11-03T00:05:00,remove_from_cart,/page/12,22.0
1748,201,2023-11-03T00:05:30,page_view,/page/14,22.0
1749,201,2023-11-03T00:06:00,page_view,/page/16,26.0
1750,201,2023-11-03T00:06:30,purchase,/page/2,34.0
1751,201,2023-11-03T00:07:00,checkout,/page/13,45.0
1752,202,2023-06-22T00:00:00,purchase,/page/3,14.0
1753,202,2023-06-22T00:00:30,checkout,/page/6,8.0
1754,202,2023-06-22T00:01:00,remove_from_cart,/page/8,16.0
1755,202,2023-06-22T00:01:30,page_view,/page/18,2.0
1756,203,2024-12-02T00:00:00,add_to_cart,/page/16,3.0
1757,203,2024-12-02T00:00:30,page_view,/page/8,49.0
1758,204,2024-12-26T00:00:00,add_to_cart,/page/5,33.0
1759,204,2024-12-26T00:00:30,remove_from_cart,/page/11,25.0
1760,204,2024-12-26T00:01:00,checkout,/page/1,33.0
